group,subset_size,subset_features,n_features_total,logloss_mean,logloss_std,delta_vs_full,delta_vs_group_best,selected_group_winner
team_attack,4,team_avg_gls_f|team_avg_gls_f_v|team_avg_xg_f|team_avg_xg_f_v,26,1.8453492268855336,0.0082711834913103,-3.814274753821678e-07,0.0,False
team_defence,0,,22,1.848389029767222,0.0042436752572964,0.0030394214542128,0.003046665786426095,False
team_defence,1,team_avg_gls_c,23,1.8467113631919367,0.0058506809887586,0.0013617548789277,0.0013689992111407534,False
team_defence,1,team_avg_xg_c,23,1.8462275722914927,0.0061163500700917,0.0008779639784837,0.0008852083106967168,True
team_defence,1,team_avg_gls_c_v,23,1.8470006129591436,0.0061007797933171,0.0016510046461346,0.001658248978347654,False
team_defence,1,team_avg_xg_c_v,23,1.8471961177626004,0.0056434739419918,0.0018465094495914,0.0018537537818044125,False
team_defence,2,team_avg_gls_c|team_avg_xg_c,24,1.845342363980796,0.007200062388701,-7.2443322132187404e-06,0.0,False
team_defence,2,team_avg_gls_c|team_avg_gls_c_v,24,1.846491918872521,0.0066729385964231,0.001142310559512,0.0011495548917250797,False
team_defence,2,team_avg_gls_c|team_avg_xg_c_v,24,1.846423414585994,0.0063488347237599,0.0010738062729851,0.0010810506051979196,False
team_defence,2,team_avg_gls_c_v|team_avg_xg_c,24,1.845419778604716,0.007542959835553,7.017029170697242e-05,7.741462391996912e-05,False
team_defence,2,team_avg_xg_c|team_avg_xg_c_v,24,1.8465885504857495,0.0066167360369227,0.0012389421727405,0.0012461865049535614,False
team_defence,2,team_avg_gls_c_v|team_avg_xg_c_v,24,1.8466730110469292,0.0068710861604927,0.0013234027339201,0.0013306470661331726,False
team_defence,3,team_avg_gls_c|team_avg_gls_c_v|team_avg_xg_c,25,1.8458228625497923,0.0075381506223434,0.0004732542367833,0.0004804985689963459,False
team_defence,3,team_avg_gls_c|team_avg_xg_c|team_avg_xg_c_v,25,1.845681288216467,0.0077179643276694,0.000331679903458,0.00033892423567105645,False
team_defence,3,team_avg_gls_c|team_avg_gls_c_v|team_avg_xg_c_v,25,1.8461297870379385,0.0068559260375897,0.0007801787249293,0.0007874230571425223,False
team_defence,3,team_avg_gls_c_v|team_avg_xg_c|team_avg_xg_c_v,25,1.8459386022877993,0.0080645231477177,0.0005889939747902,0.0005962383070032828,False
team_defence,4,team_avg_gls_c|team_avg_gls_c_v|team_avg_xg_c|team_avg_xg_c_v,26,1.8453666337562324,0.008225389447685,1.7025443223461778e-05,2.4269775436458474e-05,False
opp_attack,0,,22,1.8457382420182071,0.0050849155858604,0.0003886337051981,0.0009647422769822889,True
opp_attack,1,opp_avg_gls_f,23,1.846110975191598,0.0061176986633677,0.000761366878589,0.0013374754503732156,False
opp_attack,1,opp_avg_xg_f,23,1.8447734997412248,0.009073349913977,-0.0005761085717841,0.0,False
opp_attack,1,opp_avg_gls_f_v,23,1.8451228011857816,0.0069752512161211,-0.0002268071272275,0.00034930144455680434,False
opp_attack,1,opp_avg_xg_f_v,23,1.845448449181988,0.0075629735428641,9.884086897904432e-05,0.000674949440763184,False
opp_attack,2,opp_avg_gls_f|opp_avg_xg_f,24,1.8453684583264771,0.0083646612434174,1.88500134681302e-05,0.0005949585852522699,False
opp_attack,2,opp_avg_gls_f|opp_avg_gls_f_v,24,1.8460245631448124,0.0069066322678522,0.0006749548318034,0.0012510634035876045,False
opp_attack,2,opp_avg_gls_f|opp_avg_xg_f_v,24,1.8460473575030605,0.0072578976956568,0.0006977491900514,0.0012738577618356395,False
opp_attack,2,opp_avg_gls_f_v|opp_avg_xg_f,24,1.8449853574559143,0.0091234827389774,-0.0003642508570946,0.00021185771468945624,False
opp_attack,2,opp_avg_xg_f|opp_avg_xg_f_v,24,1.8448962294485391,0.0090233273468889,-0.0004533788644696,0.00012272970731430632,False
opp_attack,2,opp_avg_gls_f_v|opp_avg_xg_f_v,24,1.845566671214312,0.0076027162863348,0.0002170629013029,0.0007931714730871064,False
opp_attack,3,opp_avg_gls_f|opp_avg_gls_f_v|opp_avg_xg_f,25,1.845608397676375,0.0085445046349258,0.000258789363366,0.0008348979351502361,False
opp_attack,3,opp_avg_gls_f|opp_avg_xg_f|opp_avg_xg_f_v,25,1.8454804052203877,0.0079608252552851,0.0001307969073787,0.000706905479162856,False
opp_attack,3,opp_avg_gls_f|opp_avg_gls_f_v|opp_avg_xg_f_v,25,1.8459164949489544,0.0077105161565833,0.0005668866359451,0.0011429952077295358,False
opp_attack,3,opp_avg_gls_f_v|opp_avg_xg_f|opp_avg_xg_f_v,25,1.84494540442287,0.0090426915066737,-0.000404203890139,0.00017190468164507422,False
opp_attack,4,opp_avg_gls_f|opp_avg_gls_f_v|opp_avg_xg_f|opp_avg_xg_f_v,26,1.8453733123881289,0.0082195721647769,2.370407511986805e-05,0.0005998126469040077,False
opp_defence,0,,22,1.8538296948002435,0.009879033983948,0.0084800864872347,0.008675165611545577,False
opp_defence,1,opp_avg_gls_c,23,1.8513381696572684,0.0079756857595791,0.0059885613442594,0.0061836404685704505,False
opp_defence,1,opp_avg_xg_c,23,1.846028086702696,0.0098826059250632,0.0006784783896869,0.0008735575139979801,True
opp_defence,1,opp_avg_gls_c_v,23,1.850983932340176,0.0100220145584856,0.005634324027167,0.005829403151478063,False
opp_defence,1,opp_avg_xg_c_v,23,1.8485544474385165,0.0078903997329598,0.0032048391255075,0.0033999182498185565,False
opp_defence,2,opp_avg_gls_c|opp_avg_xg_c,24,1.8461635029473689,0.0090001859234762,0.0008138946343596,0.001008973758670928,False
opp_defence,2,opp_avg_gls_c|opp_avg_gls_c_v,24,1.8511685101545428,0.0077051453833275,0.0058189018415337,0.006013980965844823,False
opp_defence,2,opp_avg_gls_c|opp_avg_xg_c_v,24,1.8482218879052832,0.0071695718970683,0.0028722795922744,0.0030673587165852556,False
opp_defence,2,opp_avg_gls_c_v|opp_avg_xg_c,24,1.8459096710744631,0.0092848722957252,0.0005600627614541,0.0007551418857651981,False
opp_defence,2,opp_avg_xg_c|opp_avg_xg_c_v,24,1.845154529188698,0.0091858519312,-0.000195079124311,0.0,False
opp_defence,2,opp_avg_gls_c_v|opp_avg_xg_c_v,24,1.8487184113942976,0.0074572402695861,0.0033688030812883,0.0035638822055996666,False
opp_defence,3,opp_avg_gls_c|opp_avg_gls_c_v|opp_avg_xg_c,25,1.846203109215592,0.0086113350400463,0.0008535009025831,0.0010485800268940082,False
opp_defence,3,opp_avg_gls_c|opp_avg_xg_c|opp_avg_xg_c_v,25,1.8455960592645897,0.0085190491557832,0.0002464509515804,0.00044153007589176063,False
opp_defence,3,opp_avg_gls_c|opp_avg_gls_c_v|opp_avg_xg_c_v,25,1.8480078127096136,0.0068911846796508,0.0026582043966048,0.002853283520915628,False
opp_defence,3,opp_avg_gls_c_v|opp_avg_xg_c|opp_avg_xg_c_v,25,1.8451587045507636,0.0086954096175224,-0.0001909037622453,4.17536206565039e-06,False
opp_defence,4,opp_avg_gls_c|opp_avg_gls_c_v|opp_avg_xg_c|opp_avg_xg_c_v,26,1.8453733123881289,0.0082195721647769,2.370407511986805e-05,0.0002187831994309164,False
league_priors,0,,24,1.8446545527338365,0.0096429897889073,-0.0006950555791727,0.00022484511877718383,True
league_priors,1,league_avg_vgf,25,1.8444297076150593,0.0097273545328645,-0.0009199006979496,0.0,False
league_priors,1,league_avg_vgc,25,1.8458653762590231,0.0082491192396754,0.0005157679460143,0.0014356686439638278,False
league_priors,2,league_avg_vgc|league_avg_vgf,26,1.8453733123881289,0.0082195721647769,2.370407511986805e-05,0.0009436047730695396,False
context,0,,22,1.8472768492759088,0.0085431060738679,0.0019272409628996,0.0019035368877799996,False
context,1,league,23,1.8469242061819808,0.0083215746762774,0.0015745978689716,0.0015508937938519818,False
context,1,is_home,23,1.8468684874364825,0.0085193064175624,0.0015188791234732,0.0014951750483536141,False
context,1,is_crowds,23,1.8470611709197513,0.0082986964200653,0.0017115626067423,0.0016878585316224548,False
context,1,game_week_normalised,23,1.8462123943647784,0.0087836417446379,0.0008627860517695,0.0008390819766495028,True
context,2,is_home|league,24,1.846021735563027,0.0079032738436478,0.000672127250018,0.0006484231748982161,False
context,2,is_crowds|league,24,1.8467469007134063,0.0081756975282295,0.0013972924003973,0.0013735883252774528,False
context,2,game_week_normalised|league,24,1.8456226896889132,0.0083970641606677,0.0002730813759042,0.00024937730078433695,False
context,2,is_crowds|is_home,24,1.846769673479707,0.0084442390341478,0.001420065166698,0.0013963610915781466,False
context,2,game_week_normalised|is_home,24,1.8458764712226852,0.0085545009590111,0.0005268629096761,0.0005031588345563165,False
context,2,game_week_normalised|is_crowds,24,1.8462569288275703,0.0088385591885448,0.0009073205145613,0.0008836164394414592,False
context,3,is_crowds|is_home|league,25,1.846240067408664,0.0081855407542058,0.0008904590956551,0.000866755020535237,False
context,3,game_week_normalised|is_home|league,25,1.8455413353030912,0.0084078013315802,0.0001917269900824,0.00016802291496231803,False
context,3,game_week_normalised|is_crowds|league,25,1.8458682098065535,0.0086185582433366,0.0005186014935447,0.0004948974184246779,False
context,3,game_week_normalised|is_crowds|is_home,25,1.8462472097970808,0.0086896110046941,0.0008976014840715,0.0008738974089519402,False
context,4,game_week_normalised|is_crowds|is_home|league,26,1.8453733123881289,0.0082195721647769,2.370407511986805e-05,0.0,False
movement,0,,22,1.8451478105161496,0.0077420812802613,-0.0002017977968591,8.037281925932227e-05,True
movement,1,team_promoted_flag,23,1.8459795193977384,0.0085908990507602,0.0006299110847294,0.0009120817008481108,False
movement,1,team_relegated_flag,23,1.845598226942282,0.0080433638035302,0.0002486186292729,0.0005307892453916274,False
movement,1,opp_promoted_flag,23,1.8450674376968903,0.0074957914223193,-0.0002821706161184,0.0,False
movement,1,opp_relegated_flag,23,1.845519931790634,0.0080999449910071,0.0001703234776251,0.00045249409374359395,False
movement,2,team_promoted_flag|team_relegated_flag,24,1.8460461997665585,0.0085045852492438,0.0006965914535492,0.000978762069668182,False
movement,2,opp_promoted_flag|team_promoted_flag,24,1.845333034092021,0.0081013127096211,-1.657422098788608e-05,0.000265596395130796,False
movement,2,opp_relegated_flag|team_promoted_flag,24,1.8458171106928911,0.0086254849858299,0.0004675023798821,0.0007496729960008164,False
movement,2,opp_promoted_flag|team_relegated_flag,24,1.845113326907723,0.0075544545675337,-0.000236281405286,4.5889210832594785e-05,False
movement,2,opp_relegated_flag|team_relegated_flag,24,1.845310636951231,0.0079029208970268,-3.897136177766214e-05,0.00024319925434079792,False
movement,2,opp_promoted_flag|opp_relegated_flag,24,1.845238980314334,0.0077331466285702,-0.0001106279986748,0.0001715426174437873,False
movement,3,opp_promoted_flag|team_promoted_flag|team_relegated_flag,25,1.8455531043467288,0.0082279052395991,0.0002034960337198,0.00048566664983851204,False
movement,3,opp_relegated_flag|team_promoted_flag|team_relegated_flag,25,1.8461878183699931,0.0088053392786597,0.0008382100569841,0.0011203806731028276,False
movement,3,opp_promoted_flag|opp_relegated_flag|team_promoted_flag,25,1.845416170051881,0.0083235448554974,6.656173887198413e-05,0.00034873235499066624,False
movement,3,opp_promoted_flag|opp_relegated_flag|team_relegated_flag,25,1.8451280943685775,0.0076234055127095,-0.0002215139444312,6.065667168719813e-05,False
movement,4,opp_promoted_flag|opp_relegated_flag|team_promoted_flag|team_relegated_flag,26,1.8453733123881289,0.0082195721647769,2.370407511986805e-05,0.00030587469123855016,False
